subject,body,sender,num_links,label
Your package could not be delivered,"We noticed a new device sign-in from an unrecognized location on Monday, June 9. If this was not you, click http://prize-claim-center.xyz/report-unauthorized immediately.",it.helpdesk@prize-claim-center.xyz,1,phishing
Re: 84545 follow-up,"Hi Morgan, attached is the invoice #63612 for your recent purchase of $543.56. Let us know if you have any questions about the charges or need a receipt.",billing@company.com,0,legitimate
Your receipt from notifications.service.com,"Welcome aboard, Taylor! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",team.updates@notifications.service.com,0,legitimate
Confirm your identity to avoid suspension,Your password will expire in 6 hours. Click here to reset it now: http://account-verify-now.net/reset-password and avoid losing access to your account.,no-reply@account-verify-now.net,1,phishing
Upcoming maintenance window notice,"Hello Taylor, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",support@teamworkspace.com,0,legitimate
Re: 25725 follow-up,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday.",priya.nair@company.com,0,legitimate
Immediate action needed: Password expired,URGENT: Your subscription (order #98317) has been cancelled due to a billing issue of $463.53. Renew immediately at http://account-support-team.ru/renew-now to avoid losing your data.,no-reply@account-support-team.ru,1,phishing
Confirm your identity to avoid suspension,"URGENT: Your subscription (order #50352) has been cancelled due to a billing issue of $1,513.52. Renew immediately at http://billing-update-portal.co/renew-now to avoid losing your data.",account.security@billing-update-portal.co,1,phishing
Urgent: Your account will be suspended,"This is an automated alert from your bank. A transaction of $2,361.01 was flagged on the 3rd. Verify this transaction immediately at http://login-secure-check.icu/secure-verify or your card will be blocked.",support.team@login-secure-check.icu,1,phishing
We noticed a new device sign-in,Congratulations! You have been selected to receive a $550.30 gift card. Claim your prize now by clicking here: http://account-verify-now.net/claim-prize before it expires on request #67014.,it.helpdesk@account-verify-now.net,1,phishing
Confirm your identity to avoid suspension,Your password will expire in 48 hours. Click here to reset it now: http://verify-identity-now.top/reset-password and avoid losing access to your account.,account.security@verify-identity-now.top,1,phishing
Urgent: Your account will be suspended,"Hi Taylor, invoice #25389 for $1,223.47 could not be processed. Update your payment method at http://account-verify-now.net/pay-now to avoid late fees.",support.team@account-verify-now.net,1,phishing
Action Required: Verify your account now,Your parcel (tracking #97841) delivery failed due to an incomplete address. Confirm your details within 2 hours at http://billing-update-portal.co/delivery-confirm to reschedule delivery.,no-reply@billing-update-portal.co,1,phishing
Urgent: Your account will be suspended,"Congratulations! You have been selected to receive a $1,251.20 gift card. Claim your prize now by clicking here: http://bank-alert-service.info/claim-prize before it expires on request #95196.",billing.department@bank-alert-service.info,1,phishing
Confirm your identity to avoid suspension,Congratulations! You have been selected to receive a $61.20 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #27984.,support.team@account-support-team.ru,1,phishing
Feedback request for recent support ticket,"Welcome aboard, Taylor! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://company.com/details",alex.rivera@company.com,1,legitimate
Your invoice #86435 could not be processed,"We were unable to process your last payment of $1,060.85. Please update your billing details urgently at http://account-support-team.ru/billing-update to avoid service interruption.",no-reply@account-support-team.ru,1,phishing
Immediate action needed: Password expired,This is an automated alert from your bank. A transaction of $622.72 was flagged on August 21. Verify this transaction immediately at http://account-support-team.ru/secure-verify or your card will be blocked.,account.security@account-support-team.ru,1,phishing
Confirm your identity to avoid suspension,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://prize-claim-center.xyz/verify-account?ref=26143",no-reply@prize-claim-center.xyz,1,phishing
Your payment failed - update billing info,"Dear Sam, our system detected a login attempt from an unrecognized device on August 21. If this wasn't you, secure your account now at http://prize-claim-center.xyz/secure-login.",no-reply@prize-claim-center.xyz,1,phishing
Your package could not be delivered,"We were unable to process your last payment of $1,763.40. Please update your billing details urgently at http://login-secure-check.icu/billing-update to avoid service interruption.",it.helpdesk@login-secure-check.icu,1,phishing
Your order has shipped,"Hello Casey, good news - your order #39127 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",support@teamworkspace.com,0,legitimate
Invoice for your recent purchase,"Good morning team, here are the notes from this week's standup on next Tuesday. Please review the action items and update your tickets accordingly.",support@company.com,0,legitimate
Confirm your identity to avoid suspension,"Congratulations! You have been selected to receive a $2,405.72 gift card. Claim your prize now by clicking here: http://prize-claim-center.xyz/claim-prize before it expires on request #96163.",support.team@prize-claim-center.xyz,1,phishing
Bank Alert: Unauthorized transaction detected,"URGENT: Your subscription (order #89129) has been cancelled due to a billing issue of $1,040.03. Renew immediately at http://account-support-team.ru/renew-now to avoid losing your data.",billing.department@account-support-team.ru,1,phishing
